title,car_model_name,car_color,car_mileage,location,date,price,image
مرسيدس GLA 2024,GLA,أسود,- كم,القاهرة,2024-04-17,"3,570,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/17/6407997/medium_up_692cce80e8d584720dbd8ad77bcb15ca.jpg
مرسيدس B 150 2008,B 150,فضي,"98,000 كم",العبور,2024-04-17,"600,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/16/6407625/medium_up_465e77a3458341b304cc00f25f70bea8.jpg
مرسيدس C 180 2017,C 180,فيراني,"212,000 كم",القاهرة,2024-04-17,"1,800,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/17/6408380/medium_up_b46b8051d80d830e1af804d151f73a41.jpg
مرسيدس E 320 2003,E 320,سماوى,"226,000 كم",المنوفية,2024-04-17,"920,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/14/6401486/medium_up_13160a1d1ef7927e0ac18e5971f3bef1.jpg
مرسيدس C 280 2008,C 280,رمادي,"178,000 كم",منوف,2024-04-17,"1,200,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/31/6379319/medium_up_cb8dd17970f58b5c7c30c2f1991c22e7.jpg
مرسيدس CLA 200 2020,CLA 200,أسود,"70,000 كم",مدينة الشيخ زايد,2024-04-17,"2,550,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/17/6407939/medium_up_0b836f2d193e3e9701a0081601f922ec.jpg
مرسيدس S 500 1992,S 500,أزرق,"200,000 كم",6 أكتوبر,2024-04-17,"285,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/17/6407883/medium_up_984f7cb841cf6bb2d68ad85443eb3e82.jpg
مرسيدس C 230 2019,C 230,أسود,"124,000 كم",6 أكتوبر,2024-04-16,"2,250,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/16/6407777/medium_up_c9d67274d1c4b1fbc08bc93f2de37e8d.jpg
مرسيدس C 200 AMG 2022,C 200 AMG,أبيض,"18,000 كم",التجمع - القاهرة الجديدة,2024-04-16,"3,700,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/16/6407477/medium_up_39574068477b9db5ea0536d2c6ce43cf.jpg
مرسيدس E 200 2000,E 200,أسود,"255,000 كم",المنصورة,2024-04-16,"650,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/16/6407052/medium_up_68be387e1eed615e9b2bdec3351d503c.jpg
مرسيدس C 200 AMG 2019,C 200 AMG,أبيض,"55,000 كم",التجمع - القاهرة الجديدة,2024-04-16,"2,700,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/16/6406989/medium_up_e853acda94700f116991abfde90b3442.jpg
مرسيدس A 35 AMG 2023,A 35 AMG,احمر,"2,000 كم",التجمع - القاهرة الجديدة,2024-04-16,"3,700,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/16/6406868/medium_up_14bba5bb0ca389e33ea53f6f9253a4a4.jpg
مرسيدس C 180 2019,C 180,رمادي,"85,000 كم",مصر الجديدة,2024-04-16,"817,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/16/6406863/medium_up_dfe145201af13ca62344d327582b37ea.jpg
مرسيدس GLC 300 2024,GLC 300,أسود,1 كم,مصر الجديدة,2024-04-16,"6,400,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/16/6406847/medium_up_b6796d3cefed9a9ef7063802c20f99c6.jpg
مرسيدس CLA 200 2022,CLA 200,أسود,"8,000 كم",مصر الجديدة,2024-04-16,"3,100,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/16/6406719/medium_up_e4edb5e87858faad2519b5a00003ba75.jpg
مرسيدس E 200 2024,E 200,الأزرق الداكن,0 كم,مصر الجديدة,2024-04-16,"6,750,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/16/6406707/medium_up_1e6e0216c595e0a02b2977d975fd8dd8.jpg
مرسيدس E 200 2020,E 200,أسود,"20,000 كم",المعادى,2024-04-16,"3,500,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/16/6406676/medium_up_35bf6fc17446ab21ad843b65bd4925fe.jpg
مرسيدس S 350 2010,S 350,رمادي,"388,460 كم",مدينة الشيخ زايد,2024-04-16,"2,100,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/16/6406644/medium_up_ee9c55650ba2db29763a1e5dd8419391.jpg
مرسيدس C 180 2014,C 180,أسود,"161,000 كم",القاهرة,2024-04-16,"1,625,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/16/6406569/medium_up_d34b8bfcb043b5c934a3e4b7acbdde6f.jpg
مرسيدس C 180 2022,C 180,احمر,"4,000 كم",مصر الجديدة,2024-04-16,"3,300,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/16/6406562/medium_up_0f33d78af26d3e264e2f7ed84a2411d7.jpg
مرسيدس CLE 2024,CLE,فضي,1 كم,مصر الجديدة,2024-04-16,"5,850,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/16/6406547/medium_up_aa64175210840c7b0a00d8e1d7aa8dd7.jpg
مرسيدس A 200 2023,A 200,برونزي,0 كم,مصر الجديدة,2024-04-16,"3,100,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/16/6406518/medium_up_858120db2ca65d385b95a8dcae054d64.jpg
مرسيدس C 180 2022,C 180,رمادي,- كم,مصر الجديدة,2024-04-16,"4,200,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/16/6406509/medium_up_ff5010c2f73bb17375bb34716632244c.jpg
مرسيدس C 180 2022,C 180,أسود,"7,000 كم",مدينة الشيخ زايد,2024-04-16,"3,200,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/16/6406302/medium_up_7d4e3de46f21582ae1b4092726294ff5.jpg
مرسيدس C 180 2022,C 180,أبيض,"9,200 كم",مدينة الشيخ زايد,2024-02-20,"3,150,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/02/20/6294800/medium_up_cd2432764ab942c17d925dc298c84a6a.jpg
مرسيدس C 200 2022,C 200,أسود,"80,000 كم",التجمع - القاهرة الجديدة,2024-02-28,"3,600,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/02/28/6312523/medium_up_e5ad9cbaafc9a803c311892c43c169ea.jpg
مرسيدس CLA 180 2020,CLA 180,رمادي,"50,500 كم",مدينة الشيخ زايد,2024-04-16,"2,400,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/16/6405986/medium_up_a5280c9317f462ab45faf6cffe92c0f1.jpg
مرسيدس C 200 2009,C 200,برونزي,"250,000 كم",مدينة نصر,2024-04-16,"1,200,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/16/6405965/medium_up_ece75d7e921ee13798b12966f5ea4954.jpg
مرسيدس CLA 180 2015,CLA 180,أبيض,"145,000 كم",العاشر من رمضان,2024-04-15,"1,600,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/15/6405050/medium_up_547ded1db51d65ee5c2fb85f3f0d65c6.jpg
مرسيدس E 200 2020,E 200,أبيض,"35,000 كم",6 أكتوبر,2024-04-15,"4,200,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/15/6405152/medium_up_03d07de231be70283fb8e49b356c1704.jpg
مرسيدس C 200 2022,C 200,موكا,"15,000 كم",التجمع - القاهرة الجديدة,2024-04-15,"3,400,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/08/6395125/medium_up_65ff6e2346b2eb1aed909a3234f71fd7.jpg
مرسيدس C 180 2016,C 180,رمادي,"90,000 كم",القاهرة,2024-04-15,"2,200,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/03/6386371/medium_up_bf59cf1a930ba563ec46517218f81592.jpg
مرسيدس 230 1988,230,أبيض,"300,000 كم",القاهرة,2024-04-15,"400,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/15/6404673/medium_up_5ea375610ddb45203dade0817efe1821.jpg
مرسيدس C Class 2019,C Class,أسود,"69,000 كم",مصر الجديدة,2024-04-15,"2,700,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/15/6404742/medium_up_457ef71e063c2d11f5689b1de27148e4.jpg
مرسيدس C 200 2022,C 200,أسود,"10,000 كم",مدينة نصر,2024-04-15,"3,250,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/15/6404610/medium_up_21e67c13bd2f4345ec0bfc4e51d8321b.jpg
مرسيدس 200 1986,200,زيتوني,"200,000 كم",أسيوط,2024-04-15,"350,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/15/6404612/medium_up_5daf645b51cb3b548c275c1b506895a3.jpg
مرسيدس E 200 2009,E 200,أسود,"190,000 كم",المحلة,2024-04-15,"1,290,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/15/6404556/medium_up_e480d1b74ebd967e6aa263ba389d3e66.jpg
مرسيدس C 200 2009,C 200,أسود,"120,000 كم",الهرم,2024-04-15,"1,150,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/09/6395570/medium_up_df88e75208921f18e4e57f708a45691d.jpg
مرسيدس E 180 2017,E 180,أسود,"190,000 كم",الجيزة,2024-04-15,"2,250,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/15/6404003/medium_up_d97057265e4d7d94f4e1c7580e71242f.jpg
مرسيدس E 250 2012,E 250,فضي,"165,000 كم",القاهرة,2024-04-15,"2,500,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/15/6403770/medium_up_3b8427fa8bf17863e2382bf24f15265a.jpg
مرسيدس C 180 2022,C 180,رمادي,"19,000 كم",القاهرة,2024-04-15,"3,100,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/02/25/6306778/medium_up_de962181518e5bb3675ac6eb1e8ef566.jpg
مرسيدس C 200 AMG 2022,C 200 AMG,رمادي,"29,000 كم",الشروق,2024-04-15,"3,650,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/15/6403460/medium_up_8a47b070973828c3672d163831b6b313.jpg
مرسيدس C 180 2021,C 180,أبيض,"22,000 كم",مصر الجديدة,2024-02-29,"1,999,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/02/29/6316556/medium_up_d0bbd5342683feec440dd4d1f9d56cba.jpg
مرسيدس E 250 2010,E 250,بترولي,"122,000 كم",القاهرة,2024-04-14,"1,650,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/11/6397472/medium_up_ca59bd1e566bfb1b2d98aaa0f1cd6ee0.jpg
مرسيدس C 180 2015,C 180,رمادي,"180,000 كم",مدينة نصر,2024-04-14,"1,850,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/14/6402648/medium_up_e8ddf78aed33256153bfe5a44cffb478.jpg
مرسيدس E 300 2018,E 300,أسود,"50,000 كم",مدينتى,2024-04-14,"3,200,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/14/6402519/medium_up_0195562bd3336e4c761409aca2d80138.jpg
مرسيدس CLA 250 2015,CLA 250,فضي,"125,000 كم",الإسكندرية,2024-04-14,"1,800,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/14/6401997/medium_up_3e280093acb225366d0f5a8aaf646f71.jpg
مرسيدس C 180 2015,C 180,فضي,"33,000 كم",شبين الكوم,2024-04-14,"2,500,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/13/6400293/medium_up_e3bb83ec20e18c7b10a3d4ce7c81272b.jpg
مرسيدس G Class 2022,G Class,أسود,"50,000 كم",القاهرة,2024-04-14,"12,000,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/14/6401763/medium_up_37d73ce9cee904bd0ed3e8c823dd602f.jpg
مرسيدس E 250 2009,E 250,بترولي,"123,000 كم",الشروق,2024-04-14,"1,495,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/14/6401255/medium_up_cd01b4155c1582678ae50446643525a6.jpg
مرسيدس C 180 2022,C 180,أسود,"31,000 كم",المعادى,2024-04-13,"2,900,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/13/6400947/medium_up_a44c9dc736bd929545b3773e3a0b73a2.jpg
مرسيدس C 180 2015,C 180,أبيض,"57,000 كم",الإسكندرية,2024-04-13,"1,850,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/13/6400499/medium_up_5462069f5a4c322425f39e15e127c7b5.jpg
مرسيدس C 250 2011,C 250,احمر غامق,"136,000 كم",مدينة نصر,2024-04-13,"1,300,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/13/6400479/medium_up_a91eaf30d982f153f9d1577b46120432.jpg
مرسيدس C 200 2020,C 200,أبيض,"40,000 كم",دمياط,2024-04-13,"2,850,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/13/6400154/medium_up_85db0871f32052c73b90c23bb32898fa.jpg
مرسيدس 200 1986,200,سماوى,- كم,الغردقة,2024-04-13,"260,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/13/6399771/medium_up_09226a0e3ef7e712e107e5233c6b3134.jpg
مرسيدس E 200 2023,E 200,أسود,"1,800 كم",الشروق,2024-04-13,"4,700,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/13/6399869/medium_up_4078f9a6e6f26bcdae2df09ae04812ff.jpg
مرسيدس CLA 180 2021,CLA 180,فضي,"25,000 كم",مدينة الشيخ زايد,2024-04-13,"2,440,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/10/6396254/medium_up_afadf5ee8c3d74d5c513c9349fa35f5b.jpg
مرسيدس E 200 1998,E 200,أبيض,"180,000 كم",الإسكندرية,2024-04-13,"750,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/13/6399503/medium_up_285a13df66292f5054f0638adf479659.jpg
مرسيدس E 200 2012,E 200,أسود,"170,000 كم",العاصمة الإدارية,2024-04-12,"1,050,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/12/6399194/medium_up_8ae80cb2997c61bfa454fcda7c2d33e9.jpg
مرسيدس A 180 2021,A 180,أبيض,"83,000 كم",التجمع - القاهرة الجديدة,2024-04-12,"1,950,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/12/6398913/medium_up_d1f00f91503dcee3e2388f9e3815c92c.jpg
مرسيدس C 180 2022,C 180,أسود,"13,900 كم",التجمع - القاهرة الجديدة,2024-04-12,"3,350,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/12/6398619/medium_up_51cd541407b17c01c03d6f1f510d2914.jpg
مرسيدس C 180 2023,C 180,فضي,"38,000 كم",التجمع - القاهرة الجديدة,2024-04-12,"3,000,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/12/6398486/medium_up_2febbffe489774c869709ee8348d1ce8.jpg
مرسيدس C 180 2022,C 180,فضي,"9,000 كم",الشرقية,2024-04-12,"2,900,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/12/6398331/medium_up_02f3eda7c5c420c81e6ba84ca806d361.jpg
مرسيدس C 180 2022,C 180,فضي,"15,000 كم",المعادى,2024-04-12,"2,800,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/12/6397994/medium_up_a7d7ef6b5fcb4eb56a2915ee700d5268.jpg
مرسيدس B 200 2014,B 200,أسود,"134,000 كم",المنصورة,2024-04-11,"900,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/11/6397771/medium_up_7599120ca94eb32e2474b19b14bbc4d5.jpg
مرسيدس S 350 2009,S 350,أسود,"290,000 كم",القاهرة,2024-04-11,"2,000,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/11/6397759/medium_up_7655fa2b3c2dffd01f2361e7e1a2e278.jpg
مرسيدس GLC 300 2023,GLC 300,أبيض,"12,000 كم",مصر الجديدة,2024-04-11,"5,850,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/11/6397711/medium_up_cd7537ac0615692b2d55e1b8904b767f.jpg
مرسيدس GLC 300 2024,GLC 300,أبيض,0 كم,مصر الجديدة,2024-04-11,"6,400,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/11/6397709/medium_up_962dbe3b4cf67d1e111005bf492d52db.jpg
مرسيدس GLA 2024,GLA,احمر غامق,"9,500 كم",مصر الجديدة,2024-02-29,"2,990,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/02/28/6312509/medium_up_75f8e03702ffb1a44bd128e5d179be21.jpg
مرسيدس CLA 200 2023,CLA 200,أبيض,"10,000 كم",مصر الجديدة,2024-03-19,"3,000,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/01/6318269/medium_up_0b699bdfa696a0e6919ef29f9dbdd3d3.jpg
مرسيدس GLA 2024,GLA,أبيض,"7,400 كم",مصر الجديدة,2024-03-23,"3,250,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/20/6355895/medium_up_0efdb35b01d59ec1a72744076ed28782.jpg
مرسيدس A 200 2022,A 200,أسود,"16,000 كم",الإسكندرية,2024-04-11,"2,350,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/11/6397666/medium_up_5ba564c614dca87ff298e2d4efbaa4a5.jpg
مرسيدس C 180 2020,C 180,أسود,"36,000 كم",التجمع - القاهرة الجديدة,2024-04-11,"2,550,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/11/6397609/medium_up_f8d8b68e77954c047a7a726a058c8a2e.jpg
مرسيدس 200 1985,200,احمر,"200,000 كم",زفتى,2024-04-11,"350,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/11/6397304/medium_up_9523444c15117e22cb59b4df84a7baf4.jpg
مرسيدس E 250 2011,E 250,أسود,"119,000 كم",العاشر من رمضان,2024-04-11,"1,950,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/10/6396592/medium_up_bfb6fac985c35484e2f436515934ca22.jpg
مرسيدس E 200 1979,E 200,أبيض,- كم,الشروق,2024-04-10,"75,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/10/6396550/medium_up_b90c42e25709a3b963d2c48f81e6d4f4.jpg
مرسيدس E 240 2000,E 240,أبيض,"208,000 كم",الغربية,2024-04-09,"630,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/09/6396041/medium_up_f8c0e0f864eb5d1e1256e5ee295a3318.jpg
مرسيدس CLA 200 2020,CLA 200,ذهبي,"83,000 كم",القاهرة,2024-04-09,"2,300,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/09/6396010/medium_up_0a5033fc44973bd2fba4854ba2b974cc.jpg
مرسيدس C 180 2016,C 180,فضي,"80,000 كم",القاهرة,2024-04-09,"1,400,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/09/6395998/medium_up_a91cae6da61eed4d13bb1e9f0ee1dda6.jpg
مرسيدس 200 1998,200,أبيض,"300,000 كم",الجيزة,2024-04-09,"500,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/09/6395872/medium_up_c04b7c99b1fc2d345361573950264070.jpg
مرسيدس A 200 2023,A 200,أبيض,100 كم,التجمع - القاهرة الجديدة,2024-04-09,"3,000,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/28/6372299/medium_up_551a815e2d01257f07dcf0b2c9a11d92.jpg
مرسيدس GLC 300 2023,GLC 300,أبيض,- كم,مدينة الشيخ زايد,2024-04-09,"5,000,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/09/6395483/medium_up_d68563e469df905db1d06868cb175391.jpg
مرسيدس 200 1984,200,برتقالى,"300,000 كم",سوهاج,2024-04-09,"220,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/09/6395353/medium_up_e33e23068827fc50e6b8497900b43d53.jpg
مرسيدس C 180 2019,C 180,احمر,"28,000 كم",القاهرة,2024-04-09,"2,200,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/09/6395296/medium_up_6fa926ba5ae0c7a7980dc9c8f43456cc.jpg
مرسيدس 180 1999,180,أسود,"104,000 كم",القاهرة,2024-04-08,"650,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/07/6392921/medium_up_16b650b4efc4d39f7da91a54cdab7328.jpg
مرسيدس C 180 2018,C 180,فضي,"75,000 كم",الشروق,2024-04-08,"2,300,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/05/6390142/medium_up_70dc3c4850183a871984e6389676e38e.jpg
مرسيدس 200 1975,200,احمر,"59,000 كم",الهرم,2024-04-08,"390,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/05/6390112/medium_up_e04e8ec63fb1b8e8a911bff100b487b5.jpg
مرسيدس C 200 AMG 2019,C 200 AMG,أسود,"97,000 كم",المعادى,2024-04-08,"2,750,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/08/6394909/medium_up_b18fe84302e9318ceaf269da81fee4c5.jpg
مرسيدس C 200 2022,C 200,أسود,"21,500 كم",الجيزة,2024-04-08,"3,350,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/08/6394855/medium_up_d5e81f2114e403f9b3a3270c07304aa6.jpg
مرسيدس C 180 2023,C 180,رمادي,100 كم,التجمع - القاهرة الجديدة,2024-04-08,"3,500,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/01/6382556/medium_up_4201affb5824814ebf602ce5b5925871.jpg
